Team,Opponent,Team_Score,Opp_Score,Spread,Spread_Covered,Final_Score,Date
Central Florida,Houston,68,69,13.5,Y,68-69,2025-01-18
Connecticut,Creighton,63,68,-7.5,Y,63-68,2025-01-18
Duquesne,St Bonaventure,75,57,2.0,Y,75-57,2025-01-18
Texas Tech,Arizona,70,54,-4.5,Y,70-54,2025-01-18
George Mason,George Washington,80,77,-8.5,Y,80-77,2025-01-18
Oregon,Purdue,58,65,-2.5,N,58-65,2025-01-18
Gonzaga,Santa Clara,99,103,-15.5,Y,99-103,2025-01-18
Western Carolina,UNC Greensboro,55,83,6.5,N,55-83,2025-01-18
Morehead Stte,Lindenwood,82,65,-6.0,Y,82-65,2025-01-18
Miss Statete,Ole Miss,84,81,-5.5,Y,84-81,2025-01-18
Kent Stte,Miami-Ohio,61,70,-5.5,N,61-70,2025-01-18
Kentucky,Alabama,97,102,-2.5,N,97-102,2025-01-18
South Florida,Tulsa,63,56,-9.5,Y,63-56,2025-01-18
Samford,East Tennessee Stte,60,65,-6.0,Y,60-65,2025-01-18
Rhode Island,Davidson,92,90,-2.5,Y,92-90,2025-01-18
South Dakota,North Dakota Stte,77,103,3.5,N,77-103,2025-01-18
Idaho,Eastern Washington,83,76,-2.5,Y,83-76,2025-01-18
Towson,Stny Brook,53,49,-13.0,Y,53-49,2025-01-18
Oklahoma,S Carolina,82,62,-7.5,Y,82-62,2025-01-18
Tennessee Tech,Arkansas-Little Rock,71,77,1.0,N,71-77,2025-01-18
Dayton,Loyola-Chicago,83,81,-10.5,Y,83-81,2025-01-18
Michigan Stte,Illinois,80,78,-1.5,Y,80-78,2025-01-19
Temple,Tulane,80,77,-4.0,Y,80-77,2025-01-19
Baylor,TX Christian,71,74,-12.5,Y,71-74,2025-01-19
Michigan,Northwestern,80,76,-9.5,Y,80-76,2025-01-19
Charlotte,Memphis,68,77,11.5,Y,68-77,2025-01-19
Florida Atlantic,Rice,75,73,-10.0,Y,75-73,2025-01-19
UMass,La Salle,82,60,-2.5,Y,82-60,2025-01-19
Maryland,Nebraska,69,66,-9.5,Y,69-66,2025-01-19
Wisconsin-Milwaukee,Robert Morris,79,81,-8.5,Y,79-81,2025-01-19
IUPUI,Cleveland Stte,62,73,5.5,N,62-73,2025-01-19
Wisconsin-Green Bay,Youngstown Stte,69,73,7.5,Y,69-73,2025-01-19
Yale,Dartmouth,83,67,-16.5,Y,83-67,2025-01-20
Villanova,Georgetown University,63,64,-7.5,Y,63-64,2025-01-20
Cornell,Brown,82,83,-8.0,Y,82-83,2025-01-20
Montana,Idaho,72,67,-5.0,Y,72-67,2025-01-20
Montana Stte,Eastern Washington,74,64,-5.5,Y,74-64,2025-01-20
UNC Wilmington,William & Mary,85,74,-7.0,Y,85-74,2025-01-20
New Mexico,Fresno Stte,95,67,-21.5,Y,95-67,2025-01-20
Penn Stte,Rutgers,80,72,-6.5,Y,80-72,2025-01-20
N Carolina A&T,Hampton,73,74,2.0,Y,73-74,2025-01-20
Harvard,Pennsylvania,67,82,-7.0,N,67-82,2025-01-20
Princeton,Columbia,71,67,-7.0,Y,71-67,2025-01-20
Drexel,Hofstra,60,55,-3.0,Y,60-55,2025-01-20
Illinois Stte,Indiana Stte,85,81,-7.0,Y,85-81,2025-01-21
Toledo,Kent Stte,64,83,-1.5,N,64-83,2025-01-21
Texas,Missouri,61,53,-3.0,Y,61-53,2025-01-21
Rhode Island,VCU,57,81,7.5,N,57-81,2025-01-21
Northern Iowa,Missouri Stte,79,68,-9.5,Y,79-68,2025-01-21
St Bonaventure,George Mason,62,75,-1.5,N,62-75,2025-01-21
UCLA,Wisconsin,85,83,-3.5,Y,85-83,2025-01-21
Iowa Stte,Central Florida,108,83,-16.0,Y,108-83,2025-01-21
Central Michigan,Ball Stte,80,82,-4.5,Y,80-82,2025-01-21
DePaul,Creighton,49,73,7.0,N,49-73,2025-01-21
Alabama,Vanderbilt,103,87,-12.0,Y,103-87,2025-01-21
Oklahoma Stte,Arizona,78,92,8.5,N,78-92,2025-01-21
Buffalo,Akron,58,90,12.5,N,58-90,2025-01-21
Cincinnati,Texas Tech,71,81,1.5,N,71-81,2025-01-21
Davidson,Saint Josephs,61,78,1.5,N,61-78,2025-01-21
Oregon,Washington,82,71,-12.5,Y,82-71,2025-01-21
Duquesne,Dayton,62,82,3.5,N,62-82,2025-01-21
W Virginia,Arizona Stte,57,65,-9.0,Y,57-65,2025-01-21
Virginia,Boston Col,74,56,-8.0,Y,74-56,2025-01-21
Tulsa,East Carolina,76,85,4.5,N,76-85,2025-01-21
Tennessee Stte,Tennessee-Martin,81,80,-1.5,Y,81-80,2025-01-21
S Methodist,Louisville,73,98,-1.5,N,73-98,2025-01-21
Tennessee,Miss Statete,68,56,-8.5,Y,68-56,2025-01-21
Colorado,BYU,67,83,5.0,N,67-83,2025-01-21
Belmont,Bradley,77,89,2.5,N,77-89,2025-01-21
Iowa,Minnesota,67,72,-8.5,Y,67-72,2025-01-21
Eastern Michigan,Ohio,94,87,8.5,Y,94-87,2025-01-21
UNLV,Wyoming,61,63,-8.5,Y,61-63,2025-01-21
UAB,UTSA,81,78,-12.5,Y,81-78,2025-01-21
Wake Forest,N Carolina,67,66,-1.0,Y,67-66,2025-01-21
Purdue,Ohio Stte,70,73,-9.5,Y,70-73,2025-01-21
Western Michigan,Northern Illinois,72,70,-10.0,Y,72-70,2025-01-21
Connecticut,Butler,80,78,-13.5,Y,80-78,2025-01-21
Seton Hall,Marquette,59,76,12.5,N,59-76,2025-01-21
Miami-Ohio,Bowling Green,84,76,-9.5,Y,84-76,2025-01-21
Northwestern,Indiana,79,70,-5.0,Y,79-70,2025-01-22
Youngstown Stte,Robert Morris,70,72,-3.0,Y,70-72,2025-01-22
UNC Greensboro,Mercer,78,79,-8.5,Y,78-79,2025-01-22
Oakland,PFW,76,72,-1.0,Y,76-72,2025-01-22
Utah Stte,Nevada,90,69,-6.5,Y,90-69,2025-01-22
East Tennessee Stte,Western Carolina,85,58,-14.5,Y,85-58,2025-01-22
Saint Louis,La Salle,64,52,-10.0,Y,64-52,2025-01-22
TX Christian,Kansas,61,74,7.0,N,61-74,2025-01-22
Stnford,Miami,88,51,-11.0,Y,88-51,2025-01-22
Houston,Utah,70,36,-16.5,Y,70-36,2025-01-22
Wright Stte,Wisconsin-Milwaukee,79,95,-2.5,N,79-95,2025-01-22
Wisconsin-Green Bay,IUPUI,77,86,2.5,N,77-86,2025-01-22
Clemson,Syracuse,86,72,-15.5,Y,86-72,2025-01-22
Georgia Tech,VA Tech,71,64,-3.5,Y,71-64,2025-01-22
St Johns,Xavier,79,71,-7.0,Y,79-71,2025-01-22
Cleveland Stte,Detroit,65,50,-14.5,Y,65-50,2025-01-22
Old Dominion,James Madison,60,74,6.5,N,60-74,2025-01-22
Nebraska,USC,73,78,-6.5,Y,73-78,2025-01-22
North Texas,Temple,76,67,-9.5,Y,76-67,2025-01-22
S Carolina,Florida,69,70,11.5,Y,69-70,2025-01-22
Southern Illinois,Murray Stte,64,74,1.5,N,64-74,2025-01-22
Charlotte,South Florida,69,61,2.0,Y,69-61,2025-01-22
Evansville,UIC,67,78,5.5,N,67-78,2025-01-22
Drake,Valparaiso,81,71,-14.0,Y,81-71,2025-01-22
Colorado Stte,Boise Stte,75,72,1.0,Y,75-72,2025-01-22
Loyola-Chicago,Fordham,70,66,-10.0,Y,70-66,2025-01-22
Baylor,Kansas Stte,70,62,-11.5,Y,70-62,2025-01-22
California,Florida Stte,77,68,3.5,Y,77-68,2025-01-22
Arkansas,Georgia,68,65,-1.0,Y,68-65,2025-01-22
UMass,George Washington,74,61,-1.5,Y,74-61,2025-01-22
Wofford,The Citadel,79,68,-15.5,Y,79-68,2025-01-22
Air Force,San Diego Stte,76,77,14.0,Y,76-77,2025-01-22
VMI,Furman,91,82,9.5,Y,91-82,2025-01-22
Ole Miss,Texas A&M,62,63,-3.0,Y,62-63,2025-01-22
Cal Stte-Fullerton,Cal Stte-Bakersfield,68,71,4.5,Y,68-71,2025-01-23
Idaho,Northern Colorado,77,76,3.5,Y,77-76,2025-01-23
Southern Utah,Grand Canyon,59,74,11.0,N,59-74,2025-01-23
Illinois,Maryland,70,91,-6.5,N,70-91,2025-01-23
Niagara,Marist,65,67,4.0,Y,65-67,2025-01-23
Memphis,Wichita Stte,61,53,-12.0,Y,61-53,2025-01-23
Stny Brook,Campbell,54,79,3.0,N,54-79,2025-01-23
North Dakota,South Dakota,93,102,-4.0,N,93-102,2025-01-23
UC Davis,Hawaii,68,66,-2.0,Y,68-66,2025-01-23
Siena,Mount St Marys,82,68,-3.0,Y,82-68,2025-01-23
Towson,N Carolina A&T,83,67,-13.5,Y,83-67,2025-01-23
Santa Clara,Washington Stte,93,65,-5.5,Y,93-65,2025-01-23
Southern Illinois-Edwardsville,Southern Indiana,82,76,-7.0,Y,82-76,2025-01-23
Oral Roberts,Denver,68,70,-5.5,Y,68-70,2025-01-23
Sacramento Stte,Idaho Stte,75,71,5.5,Y,75-71,2025-01-23
Rider,Iona,67,73,2.5,N,67-73,2025-01-23
Tennessee Stte,Tennessee Tech,89,77,-4.5,Y,89-77,2025-01-23
Northeastern,Drexel,70,61,-3.5,Y,70-61,2025-01-23
Eastern Illinois,Morehead Stte,66,73,4.0,N,66-73,2025-01-23
Abilene Christian,Tarleton Stte,67,56,-4.0,Y,67-56,2025-01-23
New Mexico Stte,Kennesaw Stte,56,69,-6.5,N,56-69,2025-01-23
William & Mary,Hampton,94,83,-7.0,Y,94-83,2025-01-23
UC San Diego,UC-Santa Barbara,77,63,-10.0,Y,77-63,2025-01-23
St Marys,San Francisco,71,51,-10.5,Y,71-51,2025-01-23
Cal Stte-Northridge,Long Beach Stte,86,76,-13.5,Y,86-76,2025-01-23
College of Charleston,UNC Wilmington,83,85,-2.0,N,83-85,2025-01-23
Oregon Stte,Pepperdine,83,63,-12.5,Y,83-63,2025-01-23
Arkansas Stte,Appalachian Stte,65,55,-7.5,Y,65-55,2025-01-23
UC Riverside,UC Irvine,84,80,6.5,Y,84-80,2025-01-23
Pacific,Loyola Marymount,68,73,6.0,Y,68-73,2025-01-23
Louisiana Tech,Western Kentucky,77,67,-5.5,Y,77-67,2025-01-23
Saint Peters,Merrimack,37,48,1.0,N,37-48,2025-01-23
Portland,San Diego,92,82,-2.5,Y,92-82,2025-01-23
Georgia Southern,Coastal Carolina,85,58,-6.0,Y,85-58,2025-01-23
Louisiana-Lafayette,Texas Stte,74,89,5.5,N,74-89,2025-01-23
UTEP,Jacksonville Stte,66,73,-5.5,N,66-73,2025-01-23
Nebraska-Omaha,St Thomas (MN),89,78,3.5,Y,89-78,2025-01-23
Cal Baptist,Utah Valley,69,74,-2.5,N,69-74,2025-01-23
Hofstra,Delaware,93,68,-4.5,Y,93-68,2025-01-23
Georgia Stte,Marshall,79,92,5.5,N,79-92,2025-01-23
Texas-Arlington,Seattle,65,56,1.5,Y,65-56,2025-01-23
UMKC,South Dakota Stte,64,65,4.0,Y,64-65,2025-01-23
Elon,Monmouth,83,71,-10.5,Y,83-71,2025-01-23
Sam Houston Stte,Middle Tennessee,75,77,1.5,N,75-77,2025-01-23
Canisius,Sacred Heart,84,93,6.0,N,84-93,2025-01-23
Western Illinois,Arkansas-Little Rock,51,62,4.0,N,51-62,2025-01-23
Lindenwood,Southeast Missouri Stte,72,68,1.5,Y,72-68,2025-01-23
Eastern Washington,Northern Arizona,61,70,-2.5,N,61-70,2025-01-23
Portland Stte,Weber Stte,74,56,-3.5,Y,74-56,2025-01-23
Chattanooga,Samford,69,73,2.0,N,69-73,2025-01-23
Manhattan,Fairfield,84,87,-3.0,N,84-87,2025-01-23
Marquette,Villanova,87,74,-9.5,Y,87-74,2025-01-24
VCU,St Bonaventure,75,61,-12.5,Y,75-61,2025-01-24
Ohio,Kent Stte,61,59,1.5,Y,61-59,2025-01-24
Washington,UCLA,60,65,5.5,Y,60-65,2025-01-24
Purdue,Michigan,91,64,-4.0,Y,91-64,2025-01-24
Northern Kentucky,Wisconsin-Milwaukee,59,79,1.0,N,59-79,2025-01-24
Iowa,Penn Stte,76,75,-4.0,Y,76-75,2025-01-24
Bowling Green,Toledo,71,84,2.5,N,71-84,2025-01-24
Dayton,Saint Josephs,77,72,-4.5,Y,77-72,2025-01-24
Northern Illinois,Ball Stte,76,66,6.5,Y,76-66,2025-01-25
Richmond,Davidson,66,72,4.5,N,66-72,2025-01-25
Cleveland Stte,Wisconsin-Green Bay,81,66,-15.0,Y,81-66,2025-01-25
NC Stte,S Methodist,57,63,3.0,N,57-63,2025-01-25
Butler,DePaul,86,69,-6.0,Y,86-69,2025-01-25
Syracuse,Pittsburgh,73,77,8.0,Y,73-77,2025-01-25
Louisiana Tech,Middle Tennessee,75,69,-3.0,Y,75-69,2025-01-25
Yale,Harvard,84,55,-13.5,Y,84-55,2025-01-25
Old Dominion,Coastal Carolina,74,52,-4.0,Y,74-52,2025-01-25
Florida International,Liberty,59,82,6.5,N,59-82,2025-01-25
Hofstra,Campbell,67,69,-6.5,Y,67-69,2025-01-25
Arizona Stte,Iowa Stte,61,76,10.0,N,61-76,2025-01-25
Valparaiso,Evansville,68,78,-7.5,N,68-78,2025-01-25
Air Force,Utah Stte,58,87,14.5,N,58-87,2025-01-25
Washington Stte,St Marys,75,80,6.0,Y,75-80,2025-01-25
Indiana Stte,Northern Iowa,56,74,3.5,N,56-74,2025-01-25
East Carolina,South Florida,64,55,-5.0,Y,64-55,2025-01-25
Abilene Christian,Texas-Arlington,76,79,-1.0,N,76-79,2025-01-25
Sacramento Stte,Weber Stte,81,87,3.0,N,81-87,2025-01-25
Central Florida,TX Christian,85,58,-4.0,Y,85-58,2025-01-25
Alabama,LSU,80,73,-17.5,Y,80-73,2025-01-25
Minnesota,Oregon,77,69,4.5,Y,77-69,2025-01-25
Troy,South Alabama,65,55,-4.0,Y,65-55,2025-01-25
Fresno Stte,Colorado Stte,64,69,11.5,Y,64-69,2025-01-25
Auburn,Tennessee,53,51,-6.5,Y,53-51,2025-01-25
Arkansas,Oklahoma,62,65,-3.5,Y,62-65,2025-01-25
Creighton,Seton Hall,79,54,-15.0,Y,79-54,2025-01-25
William & Mary,Monmouth,78,73,-8.5,Y,78-73,2025-01-25
California,Miami,98,94,-9.0,Y,98-94,2025-01-25
S Carolina,Miss Statete,60,65,7.0,Y,60-65,2025-01-25
Quinnipiac,Rider,75,64,-11.5,Y,75-64,2025-01-25
Central Michigan,Western Michigan,73,52,-5.0,Y,73-52,2025-01-25
George Washington,Saint Louis,67,61,1.0,Y,67-61,2025-01-25
Southern Illinois-Edwardsville,Morehead Stte,65,54,-2.5,Y,65-54,2025-01-25
Princeton,Cornell,76,85,-4.5,N,76-85,2025-01-25
Wright Stte,Detroit,67,50,-13.5,Y,67-50,2025-01-25
Lindenwood,Arkansas-Little Rock,46,78,2.5,N,46-78,2025-01-25
Akron,Miami-Ohio,102,75,-8.0,Y,102-75,2025-01-25
Cal Poly,Long Beach Stte,78,69,-6.5,Y,78-69,2025-01-25
Elon,College of Charleston,62,76,-3.0,N,62-76,2025-01-25
Portland Stte,Idaho Stte,76,59,-1.5,Y,76-59,2025-01-25
Missouri,Ole Miss,83,75,-3.5,Y,83-75,2025-01-25
Canisius,Marist,47,70,8.5,N,47-70,2025-01-25
UTEP,Kennesaw Stte,73,71,-5.0,Y,73-71,2025-01-25
Brown,Dartmouth,83,84,-5.5,Y,83-84,2025-01-25
Kansas,Houston,86,92,-1.0,N,86-92,2025-01-25
Xavier,Connecticut,76,72,-1.5,Y,76-72,2025-01-25
Iona,Siena,72,68,-5.5,Y,72-68,2025-01-25
Fairfield,Merrimack,54,75,4.0,N,54-75,2025-01-25
Cal Stte-Fullerton,UC-Santa Barbara,75,83,8.0,N,75-83,2025-01-25
Georgia Stte,James Madison,79,86,8.0,Y,79-86,2025-01-25
Pepperdine,Pacific,60,44,-7.5,Y,60-44,2025-01-25
UTSA,Temple,88,79,2.5,Y,88-79,2025-01-25
San Jose Stte,Wyoming,67,58,-3.0,Y,67-58,2025-01-25
UMKC,St Thomas (MN),65,68,2.5,N,65-68,2025-01-25
Oregon Stte,Santa Clara,83,69,-2.0,Y,83-69,2025-01-25
Mount St Marys,Manhattan,64,74,-2.5,N,64-74,2025-01-25
Nevada,San Diego Stte,50,69,-2.5,N,50-69,2025-01-25
UNC Wilmington,Hampton,83,62,-11.0,Y,83-62,2025-01-25
UC San Diego,Cal Stte-Northridge,79,54,-10.0,Y,79-54,2025-01-25
UC Irvine,Hawaii,71,55,-10.5,Y,71-55,2025-01-25
VMI,UNC Greensboro,57,60,7.5,Y,57-60,2025-01-25
Tennessee-Martin,Tennessee Tech,85,89,-5.5,Y,85-89,2025-01-25
Georgia Southern,Marshall,67,71,2.5,N,67-71,2025-01-25
The Citadel,Western Carolina,78,80,-1.5,N,78-80,2025-01-25
Louisiana-Lafayette,Southern Mississippi,59,67,2.0,N,59-67,2025-01-25
Virginia,Notre Dame,59,74,2.0,N,59-74,2025-01-25
South Dakota Stte,South Dakota,90,71,-12.5,Y,90-71,2025-01-25
Stnford,Florida Stte,78,71,-4.5,Y,78-71,2025-01-25
Niagara,Sacred Heart,77,86,-1.5,N,77-86,2025-01-25
Rice,Tulane,71,82,-1.0,N,71-82,2025-01-25
Sam Houston Stte,Western Kentucky,66,75,-3.0,N,66-75,2025-01-25
Cal Stte-Bakersfield,UC Riverside,79,83,-1.5,N,79-83,2025-01-25
Eastern Michigan,Buffalo,90,77,-6.0,Y,90-77,2025-01-25
Utah,Baylor,61,76,2.5,N,61-76,2025-01-25
Montana,Montana Stte,77,70,-3.5,Y,77-70,2025-01-25
BYU,Cincinnati,80,52,-6.5,Y,80-52,2025-01-25
Samford,Wofford,77,61,-5.5,Y,77-61,2025-01-25
Kansas Stte,W Virginia,73,60,-2.5,Y,73-60,2025-01-25
La Salle,Rhode Island,70,64,1.5,Y,70-64,2025-01-25
North Dakota Stte,North Dakota,87,82,-9.5,Y,87-82,2025-01-25
East Tennessee Stte,Chattanooga,63,71,-4.0,N,63-71,2025-01-25
Dixie Stte,Grand Canyon,66,79,13.5,Y,66-79,2025-01-25
Drexel,Delaware,67,54,-4.5,Y,67-54,2025-01-25
IUPUI,PFW,80,91,8.5,N,80-91,2025-01-25
Wake Forest,Duke,56,63,11.5,Y,56-63,2025-01-25
VA Tech,Clemson,57,72,8.5,N,57-72,2025-01-25
Seattle,Utah Valley,66,70,-5.0,Y,66-70,2025-01-25
Mercer,Furman,74,79,2.5,N,74-79,2025-01-25
Eastern Washington,Northern Colorado,62,67,4.5,N,62-67,2025-01-25
Western Illinois,Southeast Missouri Stte,51,72,3.0,N,51-72,2025-01-25
Missouri Stte,Drake,62,69,8.5,Y,62-69,2025-01-25
Murray Stte,Belmont,77,95,-4.0,N,77-95,2025-01-25
Southern Utah,Cal Baptist,60,76,4.5,N,60-76,2025-01-25
Bradley,Illinois Stte,61,57,-8.5,Y,61-57,2025-01-25
UIC,Southern Illinois,85,89,-6.5,Y,85-89,2025-01-25
New Mexico Stte,Jacksonville Stte,59,65,-4.5,N,59-65,2025-01-25
N Carolina,Boston Col,102,96,-19.5,Y,102-96,2025-01-25
Oral Roberts,Nebraska-Omaha,76,84,4.5,N,76-84,2025-01-25
Stny Brook,N Carolina A&T,89,74,-2.0,Y,89-74,2025-01-25
Arizona,Colorado,78,63,-14.5,Y,78-63,2025-01-25
Portland,Gonzaga,62,105,24.5,N,62-105,2025-01-25
Rutgers,Michigan Stte,74,81,7.5,Y,74-81,2025-01-25
Vanderbilt,Kentucky,74,69,2.5,Y,74-69,2025-01-25
Providence,Georgetown University,78,68,1.0,Y,78-68,2025-01-25
Pennsylvania,Columbia,93,78,3.0,Y,93-78,2025-01-25
Robert Morris,Oakland,73,71,-1.5,Y,73-71,2025-01-25
Idaho,Northern Arizona,72,80,-3.5,N,72-80,2025-01-25
Arkansas Stte,Texas Stte,80,65,-10.0,Y,80-65,2025-01-25
UNLV,New Mexico,73,75,3.5,Y,73-75,2025-01-25
Eastern Illinois,Southern Indiana,60,64,1.5,N,60-64,2025-01-25
Louisiana-Monroe,Appalachian Stte,58,66,10.5,Y,58-66,2025-01-25
Florida,Georgia,89,59,-11.5,Y,89-59,2025-01-25
San Francisco,San Diego,81,69,-17.5,Y,81-69,2025-01-25
Texas,Texas A&M,70,69,-1.5,Y,70-69,2025-01-25
Texas Tech,Oklahoma Stte,64,54,-18.5,Y,64-54,2025-01-26
North Texas,Florida Atlantic,77,64,-8.0,Y,77-64,2025-01-26
Wisconsin,Nebraska,83,55,-7.5,Y,83-55,2025-01-26
Fordham,Duquesne,65,63,3.0,Y,65-63,2025-01-26
Tulsa,Wichita Stte,84,77,5.0,Y,84-77,2025-01-26
Memphis,UAB,100,77,-7.0,Y,100-77,2025-01-26
Illinois,Northwestern,83,74,-7.5,Y,83-74,2025-01-26
Indiana,Maryland,78,79,2.5,Y,78-79,2025-01-26
New Orleans,Incarnate Word,58,74,5.5,N,58-74,2025-01-27
Northeastern,Towson,65,75,-1.5,N,65-75,2025-01-27
Troy,Southern Mississippi,70,61,-12.0,Y,70-61,2025-01-27
Jackson Stte,Florida A&M,62,72,-8.5,N,62-72,2025-01-27
Texas A&M-Corpus Christi,McNeese St Stte,73,74,8.0,Y,73-74,2025-01-27
USC,UCLA,76,82,1.5,N,76-82,2025-01-27
Lamar,Northwestern Stte,69,59,-5.0,Y,69-59,2025-01-27
Arizona,Iowa Stte,86,75,-2.5,Y,86-75,2025-01-27
Michigan,Penn Stte,76,72,-8.5,Y,76-72,2025-01-27
Duke,NC Stte,74,64,-22.0,Y,74-64,2025-01-27
Alabama A&M,Prairie View A&M,98,82,-2.5,Y,98-82,2025-01-27
Mississippi Valley Stte,Southern,42,63,23.0,Y,42-63,2025-01-27
Southeastern Louisiana,Houston Baptist,62,70,-6.5,N,62-70,2025-01-27
Alcorn Stte,Bethune-Cookman,70,61,2.5,Y,70-61,2025-01-27
Arkansas-Pine Bluff,Grambling Stte,77,81,5.5,Y,77-81,2025-01-27
Louisiana-Monroe,South Alabama,77,66,12.0,Y,77-66,2025-01-27
Ohio Stte,Iowa,82,65,-7.0,Y,82-65,2025-01-27
Stphen F. Austin,Texas A&M-Commerce,79,72,-9.5,Y,79-72,2025-01-27
Arkansas-Little Rock,Eastern Illinois,54,56,-10.5,Y,54-56,2025-01-27
Alabama Stte,Texas Southern,69,80,-3.5,N,69-80,2025-01-27
UTRGV,Nicholls Stte,75,82,-2.5,N,75-82,2025-01-27
Boston University,Holy Cross,69,59,-3.5,Y,69-59,2025-01-27
Kent Stte,Bowling Green,75,57,-12.0,Y,75-57,2025-01-28
Gonzaga,Oregon Stte,98,60,-15.5,Y,98-60,2025-01-28
Miami-Ohio,Eastern Michigan,89,80,-8.5,Y,89-80,2025-01-28
Tennessee,Kentucky,73,78,-10.5,Y,73-78,2025-01-28
Colorado,Arizona Stte,68,70,-3.5,Y,68-70,2025-01-28
BYU,Baylor,93,89,-4.0,Y,93-89,2025-01-28
Ball Stte,Western Michigan,71,74,-4.5,Y,71-74,2025-01-28
Colorado Stte,Air Force,79,58,-16.0,Y,79-58,2025-01-28
Northern Illinois,Akron,70,80,15.5,Y,70-80,2025-01-28
Notre Dame,Georgia Tech,71,68,-7.5,Y,71-68,2025-01-28
Valparaiso,Southern Illinois,75,79,1.0,N,75-79,2025-01-28
Seton Hall,Providence,67,69,3.5,Y,67-69,2025-01-28
Ohio,Toledo,83,86,-3.5,Y,83-86,2025-01-28
Morehead Stte,Southern Indiana,66,65,-7.5,Y,66-65,2025-01-28
Georgetown University,St Johns,41,66,5.0,N,41-66,2025-01-28
Utah,Cincinnati,69,66,-1.5,Y,69-66,2025-01-28
Saint Louis,VCU,78,69,5.5,Y,78-69,2025-01-28
Butler,Marquette,69,78,8.5,N,69-78,2025-01-28
Georgia,S Carolina,71,60,-7.5,Y,71-60,2025-01-28
Buffalo,Central Michigan,75,69,6.5,Y,75-69,2025-01-28
Louisville,Wake Forest,72,59,-9.5,Y,72-59,2025-01-28
Texas A&M,Oklahoma,75,68,-8.5,Y,75-68,2025-01-28
Wyoming,Fresno Stte,83,72,-8.5,Y,83-72,2025-01-28
Kansas,Central Florida,91,87,-12.5,Y,91-87,2025-01-28
South Florida,Rice,69,64,-6.5,Y,69-64,2025-01-28
St Bonaventure,Dayton,75,53,2.5,Y,75-53,2025-01-28
San Diego Stte,San Jose Stte,71,68,-14.0,Y,71-68,2025-01-28
Pittsburgh,N Carolina,73,65,-2.5,Y,73-65,2025-01-28
Michigan Stte,Minnesota,73,51,-14.0,Y,73-51,2025-01-28
Wichita Stte,North Texas,54,58,4.5,Y,54-58,2025-01-29
Mercer,The Citadel,80,46,-13.5,Y,80-46,2025-01-29
Santa Clara,St Marys,54,67,4.0,N,54-67,2025-01-29
LSU,Auburn,74,87,12.0,N,74-87,2025-01-29
Saint Josephs,Duquesne,76,72,-9.5,Y,76-72,2025-01-29
Texas Tech,TX Christian,71,57,-11.5,Y,71-57,2025-01-29
Indiana Stte,Missouri Stte,72,67,-5.5,Y,72-67,2025-01-29
Boise Stte,Nevada,66,56,-7.5,Y,66-56,2025-01-29
La Salle,Fordham,72,88,-3.0,N,72-88,2025-01-29
Appalachian Stte,Old Dominion,77,78,-10.5,Y,77-78,2025-01-29
S Methodist,California,76,65,-13.0,Y,76-65,2025-01-29
Rhode Island,UMass,88,82,-3.5,Y,88-82,2025-01-29
Utah Stte,UNLV,76,71,-10.5,Y,76-71,2025-01-29
Miami,Virginia,71,82,-2.0,N,71-82,2025-01-29
Northwestern,Rutgers,72,79,-9.5,Y,72-79,2025-01-29
Furman,Samford,72,70,2.5,Y,72-70,2025-01-29
Miss Statete,Alabama,84,88,-1.5,N,84-88,2025-01-29
W Virginia,Houston,49,63,9.5,N,49-63,2025-01-29
George Washington,Richmond,75,66,-8.0,Y,75-66,2025-01-29
Temple,Charlotte,90,89,-9.0,Y,90-89,2025-01-29
Florida Atlantic,UTSA,94,74,-9.0,Y,94-74,2025-01-29
Bradley,UIC,70,93,-8.0,N,70-93,2025-01-29
Connecticut,DePaul,72,61,-13.5,Y,72-61,2025-01-29
Drake,Northern Iowa,66,52,-7.5,Y,66-52,2025-01-29
Maryland,Wisconsin,76,68,-5.5,Y,76-68,2025-01-29
Florida Stte,VA Tech,66,76,-11.0,Y,66-76,2025-01-29
Kansas Stte,Oklahoma Stte,85,57,-7.0,Y,85-57,2025-01-29
Tulsa,UAB,68,78,7.0,N,68-78,2025-01-29
George Mason,Loyola-Chicago,58,53,-6.5,Y,58-53,2025-01-29
Wofford,VMI,67,74,-11.5,Y,67-74,2025-01-29
Creighton,Xavier,86,77,-6.0,Y,86-77,2025-01-29
Evansville,Murray Stte,78,74,5.5,Y,78-74,2025-01-29
Ole Miss,Texas,72,69,-6.5,Y,72-69,2025-01-29
Stnford,Syracuse,70,61,-11.5,Y,70-61,2025-01-29
St Thomas (MN),Oral Roberts,86,71,-12.5,Y,86-71,2025-01-29
Southern Mississippi,Arkansas Stte,68,81,9.5,N,68-81,2025-01-29
South Dakota,Nebraska-Omaha,91,87,1.5,Y,91-87,2025-01-29
Western Carolina,Chattanooga,60,84,10.5,N,60-84,2025-01-29
Illinois Stte,Belmont,81,78,-2.0,Y,81-78,2025-01-29
UNC Greensboro,East Tennessee Stte,70,65,-2.0,Y,70-65,2025-01-29
Penn Stte,Ohio Stte,64,83,-3.5,N,64-83,2025-01-30
Elon,Hofstra,63,74,-3.5,N,63-74,2025-01-30
Long Beach Stte,UC Irvine,75,80,14.5,Y,75-80,2025-01-30
Hampton,Northeastern,69,78,2.0,N,69-78,2025-01-30
Youngstown Stte,Wright Stte,88,86,-2.5,Y,88-86,2025-01-30
